#z_dep	log10E	z_inj	T_Elec	T_Phot
11.91840	3.93150	48.52570	0.00011	0.00390
11.91840	3.93150	52.97630	0.00010	0.00401
11.91840	3.93150	57.83510	0.00009	0.00387
11.91840	3.93150	63.13940	0.00007	0.00352
11.91840	3.93150	68.93030	0.00006	0.00297
11.91840	3.93150	75.25230	0.00005	0.00238
11.91840	3.93150	82.15410	0.00004	0.00175
11.91840	3.93150	89.68890	0.00004	0.00119
11.91840	3.93150	97.91480	0.00003	0.00074
11.91840	3.93150	106.89500	0.00002	0.00043
11.91840	3.93150	116.69900	0.00002	0.00023
11.91840	3.93150	127.40200	0.00002	0.00011
11.91840	3.93150	139.08700	0.00001	0.00005
11.91840	3.93150	151.84400	0.00001	0.00002
11.91840	3.93150	165.77000	0.00001	0.00001
11.91840	3.93150	180.97400	0.00001	0.00000
11.91840	3.93150	197.57200	0.00001	0.00000
11.91840	3.93150	215.69200	0.00002	0.00000
11.91840	3.93150	235.47500	0.00002	0.00000
11.91840	3.93150	257.07100	0.00003	0.00000
11.91840	3.93150	280.64900	0.00003	0.00000
11.91840	3.93150	306.38900	0.00004	0.00000
11.91840	3.93150	334.48900	0.00005	0.00000
11.91840	3.93150	365.16700	0.00005	0.00000
11.91840	3.93150	398.65900	0.00005	0.00000
11.91840	3.93150	435.22200	0.00005	0.00000
11.91840	3.93150	475.13900	0.00004	0.00000
11.91840	3.93150	518.71700	0.00002	0.00000
11.91840	3.93150	566.29100	0.00001	0.00000
11.91840	3.93150	618.22900	0.00001	0.00000
11.91840	3.93150	674.93000	0.00000	0.00000
11.91840	3.93150	736.83200	0.00000	0.00000
11.91840	3.93150	804.41100	0.00000	0.00000
11.91840	3.93150	878.18800	0.00000	0.00000
11.91840	3.93150	958.73200	0.00000	0.00000
11.91840	3.93150	1046.66000	0.00000	0.00000
11.91840	3.93150	1142.66000	0.00000	0.00000
11.91840	3.93150	1247.46000	0.00000	0.00000
11.91840	3.93150	1361.87000	0.00000	0.00000
11.91840	3.93150	1486.77000	0.00000	0.00000
11.91840	3.93150	1623.13000	0.00000	0.00000
11.91840	3.93150	1772.00000	0.00000	0.00000
11.91840	3.93150	1934.52000	0.00000	0.00000
11.91840	3.93150	2111.95000	0.00000	0.00000
11.91840	3.93150	2305.65000	0.00000	0.00000
11.91840	3.93150	2517.11000	0.00000	0.00000
11.91840	3.93150	2747.97000	0.00000	0.00000
11.91840	4.16402	11.91840	0.00533	0.00008
11.91840	4.16402	13.01150	0.00051	0.00015
11.91840	4.16402	14.20490	0.00048	0.00015
11.91840	4.16402	15.50770	0.00045	0.00016
11.91840	4.16402	16.93000	0.00042	0.00016
11.91840	4.16402	18.48280	0.00039	0.00018
11.91840	4.16402	20.17790	0.00036	0.00020
11.91840	4.16402	22.02860	0.00033	0.00023
11.91840	4.16402	24.04890	0.00030	0.00026
11.91840	4.16402	26.25460	0.00027	0.00031
11.91840	4.16402	28.66250	0.00025	0.00037
11.91840	4.16402	31.29130	0.00022	0.00044
11.91840	4.16402	34.16130	0.00019	0.00052
11.91840	4.16402	37.29440	0.00017	0.00063
11.91840	4.16402	40.71490	0.00015	0.00076
11.91840	4.16402	44.44910	0.00013	0.00091
11.91840	4.16402	48.52570	0.00011	0.00107
11.91840	4.16402	52.97630	0.00010	0.00127
11.91840	4.16402	57.83510	0.00008	0.00148
11.91840	4.16402	63.13940	0.00007	0.00170
11.91840	4.16402	68.93030	0.00006	0.00188
11.91840	4.16402	75.25230	0.00005	0.00206
11.91840	4.16402	82.15410	0.00004	0.00215
11.91840	4.16402	89.68890	0.00004	0.00215
11.91840	4.16402	97.91480	0.00003	0.00203
11.91840	4.16402	106.89500	0.00002	0.00185
11.91840	4.16402	116.69900	0.00002	0.00156
11.91840	4.16402	127.40200	0.00002	0.00124
11.91840	4.16402	139.08700	0.00001	0.00090
11.91840	4.16402	151.84400	0.00001	0.00062
11.91840	4.16402	165.77000	0.00001	0.00039
11.91840	4.16402	180.97400	0.00001	0.00023
11.91840	4.16402	197.57200	0.00001	0.00012
11.91840	4.16402	215.69200	0.00002	0.00006
11.91840	4.16402	235.47500	0.00002	0.00003
11.91840	4.16402	257.07100	0.00003	0.00001
11.91840	4.16402	280.64900	0.00003	0.00000
11.91840	4.16402	306.38900	0.00004	0.00000
11.91840	4.16402	334.48900	0.00005	0.00000
11.91840	4.16402	365.16700	0.00005	0.00000
11.91840	4.16402	398.65900	0.00005	0.00000
11.91840	4.16402	435.22200	0.00005	0.00000
11.91840	4.16402	475.13900	0.00004	0.00000
11.91840	4.16402	518.71700	0.00002	0.00000
11.91840	4.16402	566.29100	0.00001	0.00000
11.91840	4.16402	618.22900	0.00001	0.00000
11.91840	4.16402	674.93000	0.00000	0.00000
11.91840	4.16402	736.83200	0.00000	0.00000
11.91840	4.16402	804.41100	0.00000	0.00000
11.91840	4.16402	878.18800	0.00000	0.00000
11.91840	4.16402	958.73200	0.00000	0.00000
11.91840	4.16402	1046.66000	0.00000	0.00000
11.91840	4.16402	1142.66000	0.00000	0.00000
11.91840	4.16402	1247.46000	0.00000	0.00000
11.91840	4.16402	1361.87000	0.00000	0.00000
11.91840	4.16402	1486.77000	0.00000	0.00000
11.91840	4.16402	1623.13000	0.00000	0.00000
11.91840	4.16402	1772.00000	0.00000	0.00000
11.91840	4.16402	1934.52000	0.00000	0.00000
11.91840	4.16402	2111.95000	0.00000	0.00000
11.91840	4.16402	2305.65000	0.00000	0.00000
11.91840	4.16402	2517.11000	0.00000	0.00000
11.91840	4.16402	2747.97000	0.00000	0.00000
11.91840	4.39655	11.91840	0.00802	0.00009
11.91840	4.39655	13.01150	0.00050	0.00017
11.91840	4.39655	14.20490	0.00047	0.00015
11.91840	4.39655	15.50770	0.00044	0.00013
11.91840	4.39655	16.93000	0.00041	0.00012
11.91840	4.39655	18.48280	0.00038	0.00011
11.91840	4.39655	20.17790	0.00035	0.00010
11.91840	4.39655	22.02860	0.00032	0.00009
11.91840	4.39655	24.04890	0.00029	0.00009
11.91840	4.39655	26.25460	0.00027	0.00009
11.91840	4.39655	28.66250	0.00024	0.00010
11.91840	4.39655	31.29130	0.00022	0.00011
11.91840	4.39655	34.16130	0.00019	0.00012
11.91840	4.39655	37.29440	0.00017	0.00013
11.91840	4.39655	40.71490	0.00015	0.00016
11.91840	4.39655	44.44910	0.00013	0.00018
11.91840	4.39655	48.52570	0.00011	0.00022
11.91840	4.39655	52.97630	0.00010	0.00026
11.91840	4.39655	57.83510	0.00008	0.00031
11.91840	4.39655	63.13940	0.00007	0.00038
11.91840	4.39655	68.93030	0.00006	0.00045
11.91840	4.39655	75.25230	0.00005	0.00054
11.91840	4.39655	82.15410	0.00004	0.00065
11.91840	4.39655	89.68890	0.00004	0.00076
11.91840	4.39655	97.91480	0.00003	0.00087
11.91840	4.39655	106.89500	0.00002	0.00099
11.91840	4.39655	116.69900	0.00002	0.00109
11.91840	4.39655	127.40200	0.00002	0.00116
11.91840	4.39655	139.08700	0.00001	0.00117
11.91840	4.39655	151.84400	0.00001	0.00115
11.91840	4.39655	165.77000	0.00001	0.00104
11.91840	4.39655	180.97400	0.00001	0.00089
11.91840	4.39655	197.57200	0.00001	0.00070
11.91840	4.39655	215.69200	0.00002	0.00052
11.91840	4.39655	235.47500	0.00002	0.00035
11.91840	4.39655	257.07100	0.00002	0.00021
11.91840	4.39655	280.64900	0.00003	0.00012
11.91840	4.39655	306.38900	0.00004	0.00006
11.91840	4.39655	334.48900	0.00005	0.00002
11.91840	4.39655	365.16700	0.00005	0.00001
11.91840	4.39655	398.65900	0.00005	0.00000
11.91840	4.39655	435.22200	0.00005	0.00000
11.91840	4.39655	475.13900	0.00004	0.00000
11.91840	4.39655	518.71700	0.00002	0.00000
11.91840	4.39655	566.29100	0.00001	0.00000
11.91840	4.39655	618.22900	0.00001	0.00000
11.91840	4.39655	674.93000	0.00000	0.00000
11.91840	4.39655	736.83200	0.00000	0.00000
11.91840	4.39655	804.41100	0.00000	0.00000
11.91840	4.39655	878.18800	0.00000	0.00000
11.91840	4.39655	958.73200	0.00000	0.00000
11.91840	4.39655	1046.66000	0.00000	0.00000
11.91840	4.39655	1142.66000	0.00000	0.00000
11.91840	4.39655	1247.46000	0.00000	0.00000
11.91840	4.39655	1361.87000	0.00000	0.00000
11.91840	4.39655	1486.77000	0.00000	0.00000
11.91840	4.39655	1623.13000	0.00000	0.00000
11.91840	4.39655	1772.00000	0.00000	0.00000
11.91840	4.39655	1934.52000	0.00000	0.00000
11.91840	4.39655	2111.95000	0.00000	0.00000
11.91840	4.39655	2305.65000	0.00000	0.00000
11.91840	4.39655	2517.11000	0.00000	0.00000
11.91840	4.39655	2747.97000	0.00000	0.00000
11.91840	4.62907	11.91840	0.01224	0.00013
11.91840	4.62907	13.01150	0.00048	0.00025
11.91840	4.62907	14.20490	0.00046	0.00021
11.91840	4.62907	15.50770	0.00043	0.00018
11.91840	4.62907	16.93000	0.00040	0.00016
11.91840	4.62907	18.48280	0.00037	0.00014
11.91840	4.62907	20.17790	0.00034	0.00012
11.91840	4.62907	22.02860	0.00031	0.00010
11.91840	4.62907	24.04890	0.00028	0.00009
11.91840	4.62907	26.25460	0.00026	0.00008
11.91840	4.62907	28.66250	0.00023	0.00007
11.91840	4.62907	31.29130	0.00021	0.00006
11.91840	4.62907	34.16130	0.00018	0.00006
11.91840	4.62907	37.29440	0.00016	0.00006
11.91840	4.62907	40.71490	0.00014	0.00006
11.91840	4.62907	44.44910	0.00012	0.00006
11.91840	4.62907	48.52570	0.00011	0.00006
11.91840	4.62907	52.97630	0.00009	0.00007
11.91840	4.62907	57.83510	0.00008	0.00008
11.91840	4.62907	63.13940	0.00007	0.00009
11.91840	4.62907	68.93030	0.00006	0.00010
11.91840	4.62907	75.25230	0.00005	0.00012
11.91840	4.62907	82.15410	0.00004	0.00015
11.91840	4.62907	89.68890	0.00003	0.00018
11.91840	4.62907	97.91480	0.00003	0.00022
11.91840	4.62907	106.89500	0.00002	0.00027
11.91840	4.62907	116.69900	0.00002	0.00032
11.91840	4.62907	127.40200	0.00002	0.00039
11.91840	4.62907	139.08700	0.00001	0.00045
11.91840	4.62907	151.84400	0.00001	0.00053
11.91840	4.62907	165.77000	0.00001	0.00060
11.91840	4.62907	180.97400	0.00001	0.00065
11.91840	4.62907	197.57200	0.00001	0.00066
11.91840	4.62907	215.69200	0.00002	0.00065
11.91840	4.62907	235.47500	0.00002	0.00059
11.91840	4.62907	257.07100	0.00003	0.00049
11.91840	4.62907	280.64900	0.00003	0.00036
11.91840	4.62907	306.38900	0.00004	0.00025
11.91840	4.62907	334.48900	0.00005	0.00015
11.91840	4.62907	365.16700	0.00005	0.00008
11.91840	4.62907	398.65900	0.00005	0.00004
11.91840	4.62907	435.22200	0.00005	0.00001
11.91840	4.62907	475.13900	0.00003	0.00000
11.91840	4.62907	518.71700	0.00002	0.00000
11.91840	4.62907	566.29100	0.00001	0.00000
11.91840	4.62907	618.22900	0.00000	0.00000
11.91840	4.62907	674.93000	0.00000	0.00000
11.91840	4.62907	736.83200	0.00000	0.00000
11.91840	4.62907	804.41100	0.00000	0.00000
11.91840	4.62907	878.18800	0.00000	0.00000
11.91840	4.62907	958.73200	0.00000	0.00000
11.91840	4.62907	1046.66000	0.00000	0.00000
11.91840	4.62907	1142.66000	0.00000	0.00000
11.91840	4.62907	1247.46000	0.00000	0.00000
11.91840	4.62907	1361.87000	0.00000	0.00000
11.91840	4.62907	1486.77000	0.00000	0.00000
11.91840	4.62907	1623.13000	0.00000	0.00000
11.91840	4.62907	1772.00000	0.00000	0.00000
11.91840	4.62907	1934.52000	0.00000	0.00000
11.91840	4.62907	2111.95000	0.00000	0.00000
11.91840	4.62907	2305.65000	0.00000	0.00000
11.91840	4.62907	2517.11000	0.00000	0.00000
11.91840	4.62907	2747.97000	0.00000	0.00000
11.91840	4.86160	11.91840	0.01843	0.00020
11.91840	4.86160	13.01150	0.00046	0.00038
11.91840	4.86160	14.20490	0.00044	0.00033
11.91840	4.86160	15.50770	0.00041	0.00028
11.91840	4.86160	16.93000	0.00038	0.00024
11.91840	4.86160	18.48280	0.00035	0.00021
11.91840	4.86160	20.17790	0.00033	0.00018
11.91840	4.86160	22.02860	0.00030	0.00015
11.91840	4.86160	24.04890	0.00027	0.00013
11.91840	4.86160	26.25460	0.00025	0.00011
11.91840	4.86160	28.66250	0.00022	0.00009
11.91840	4.86160	31.29130	0.00020	0.00008
11.91840	4.86160	34.16130	0.00017	0.00007
11.91840	4.86160	37.29440	0.00015	0.00006
11.91840	4.86160	40.71490	0.00014	0.00005
11.91840	4.86160	44.44910	0.00012	0.00005
11.91840	4.86160	48.52570	0.00010	0.00004
11.91840	4.86160	52.97630	0.00009	0.00004
11.91840	4.86160	57.83510	0.00008	0.00004
11.91840	4.86160	63.13940	0.00006	0.00003
11.91840	4.86160	68.93030	0.00005	0.00003
11.91840	4.86160	75.25230	0.00005	0.00004
11.91840	4.86160	82.15410	0.00004	0.00004
11.91840	4.86160	89.68890	0.00003	0.00004
11.91840	4.86160	97.91480	0.00003	0.00005
11.91840	4.86160	106.89500	0.00002	0.00006
11.91840	4.86160	116.69900	0.00002	0.00008
11.91840	4.86160	127.40200	0.00002	0.00009
11.91840	4.86160	139.08700	0.00001	0.00012
11.91840	4.86160	151.84400	0.00001	0.00015
11.91840	4.86160	165.77000	0.00001	0.00018
11.91840	4.86160	180.97400	0.00001	0.00022
11.91840	4.86160	197.57200	0.00001	0.00027
11.91840	4.86160	215.69200	0.00001	0.00031
11.91840	4.86160	235.47500	0.00002	0.00035
11.91840	4.86160	257.07100	0.00002	0.00037
11.91840	4.86160	280.64900	0.00003	0.00035
11.91840	4.86160	306.38900	0.00004	0.00031
11.91840	4.86160	334.48900	0.00005	0.00025
11.91840	4.86160	365.16700	0.00005	0.00017
11.91840	4.86160	398.65900	0.00005	0.00010
11.91840	4.86160	435.22200	0.00004	0.00005
11.91840	4.86160	475.13900	0.00003	0.00002
11.91840	4.86160	518.71700	0.00002	0.00001
11.91840	4.86160	566.29100	0.00001	0.00000
11.91840	4.86160	618.22900	0.00000	0.00000
11.91840	4.86160	674.93000	0.00000	0.00000
11.91840	4.86160	736.83200	0.00000	0.00000
11.91840	4.86160	804.41100	0.00000	0.00000
11.91840	4.86160	878.18800	0.00000	0.00000
11.91840	4.86160	958.73200	0.00000	0.00000
11.91840	4.86160	1046.66000	0.00000	0.00000
11.91840	4.86160	1142.66000	0.00000	0.00000
11.91840	4.86160	1247.46000	0.00000	0.00000
11.91840	4.86160	1361.87000	0.00000	0.00000
11.91840	4.86160	1486.77000	0.00000	0.00000
11.91840	4.86160	1623.13000	0.00000	0.00000
11.91840	4.86160	1772.00000	0.00000	0.00000
11.91840	4.86160	1934.52000	0.00000	0.00000
11.91840	4.86160	2111.95000	0.00000	0.00000
11.91840	4.86160	2305.65000	0.00000	0.00000
11.91840	4.86160	2517.11000	0.00000	0.00000
11.91840	4.86160	2747.97000	0.00000	0.00000
11.91840	5.09412	11.91840	0.02495	0.00027
11.91840	5.09412	13.01150	0.00042	0.00052
11.91840	5.09412	14.20490	0.00040	0.00045
11.91840	5.09412	15.50770	0.00038	0.00040
11.91840	5.09412	16.93000	0.00035	0.00034
11.91840	5.09412	18.48280	0.00033	0.00030
11.91840	5.09412	20.17790	0.00030	0.00026
11.91840	5.09412	22.02860	0.00027	0.00023
11.91840	5.09412	24.04890	0.00025	0.00019
11.91840	5.09412	26.25460	0.00023	0.00017
11.91840	5.09412	28.66250	0.00020	0.00014
11.91840	5.09412	31.29130	0.00018	0.00012
11.91840	5.09412	34.16130	0.00016	0.00010
11.91840	5.09412	37.29440	0.00014	0.00009
11.91840	5.09412	40.71490	0.00012	0.00008
11.91840	5.09412	44.44910	0.00011	0.00006
11.91840	5.09412	48.52570	0.00009	0.00005
11.91840	5.09412	52.97630	0.00008	0.00005
11.91840	5.09412	57.83510	0.00007	0.00004
11.91840	5.09412	63.13940	0.00006	0.00003
11.91840	5.09412	68.93030	0.00005	0.00003
11.91840	5.09412	75.25230	0.00004	0.00003
11.91840	5.09412	82.15410	0.00004	0.00002
11.91840	5.09412	89.68890	0.00003	0.00002
11.91840	5.09412	97.91480	0.00002	0.00002
11.91840	5.09412	106.89500	0.00002	0.00002
11.91840	5.09412	116.69900	0.00002	0.00002
11.91840	5.09412	127.40200	0.00001	0.00003
11.91840	5.09412	139.08700	0.00001	0.00003
11.91840	5.09412	151.84400	0.00001	0.00004
11.91840	5.09412	165.77000	0.00001	0.00005
11.91840	5.09412	180.97400	0.00001	0.00007
11.91840	5.09412	197.57200	0.00001	0.00008
11.91840	5.09412	215.69200	0.00001	0.00011
11.91840	5.09412	235.47500	0.00002	0.00014
11.91840	5.09412	257.07100	0.00002	0.00016
11.91840	5.09412	280.64900	0.00003	0.00019
11.91840	5.09412	306.38900	0.00003	0.00020
11.91840	5.09412	334.48900	0.00004	0.00019
11.91840	5.09412	365.16700	0.00005	0.00017
11.91840	5.09412	398.65900	0.00004	0.00012
11.91840	5.09412	435.22200	0.00004	0.00008
11.91840	5.09412	475.13900	0.00003	0.00004
11.91840	5.09412	518.71700	0.00002	0.00002
11.91840	5.09412	566.29100	0.00001	0.00001
11.91840	5.09412	618.22900	0.00000	0.00000
11.91840	5.09412	674.93000	0.00000	0.00000
11.91840	5.09412	736.83200	0.00000	0.00000
11.91840	5.09412	804.41100	0.00000	0.00000
11.91840	5.09412	878.18800	0.00000	0.00000
11.91840	5.09412	958.73200	0.00000	0.00000
11.91840	5.09412	1046.66000	0.00000	0.00000
11.91840	5.09412	1142.66000	0.00000	0.00000
11.91840	5.09412	1247.46000	0.00000	0.00000
11.91840	5.09412	1361.87000	0.00000	0.00000
11.91840	5.09412	1486.77000	0.00000	0.00000
11.91840	5.09412	1623.13000	0.00000	0.00000
11.91840	5.09412	1772.00000	0.00000	0.00000
11.91840	5.09412	1934.52000	0.00000	0.00000
11.91840	5.09412	2111.95000	0.00000	0.00000
11.91840	5.09412	2305.65000	0.00000	0.00000
11.91840	5.09412	2517.11000	0.00000	0.00000
11.91840	5.09412	2747.97000	0.00000	0.00000
11.91840	5.32665	11.91840	0.02934	0.00031
11.91840	5.32665	13.01150	0.00037	0.00060
11.91840	5.32665	14.20490	0.00035	0.00054
11.91840	5.32665	15.50770	0.00033	0.00049
11.91840	5.32665	16.93000	0.00030	0.00043
11.91840	5.32665	18.48280	0.00029	0.00039
11.91840	5.32665	20.17790	0.00026	0.00034
11.91840	5.32665	22.02860	0.00024	0.00030
11.91840	5.32665	24.04890	0.00022	0.00026
11.91840	5.32665	26.25460	0.00020	0.00023
11.91840	5.32665	28.66250	0.00018	0.00020
11.91840	5.32665	31.29130	0.00016	0.00017
11.91840	5.32665	34.16130	0.00014	0.00015
11.91840	5.32665	37.29440	0.00012	0.00013
11.91840	5.32665	40.71490	0.00011	0.00011
11.91840	5.32665	44.44910	0.00010	0.00009
11.91840	5.32665	48.52570	0.00008	0.00008
11.91840	5.32665	52.97630	0.00007	0.00007
11.91840	5.32665	57.83510	0.00006	0.00006
11.91840	5.32665	63.13940	0.00005	0.00005
11.91840	5.32665	68.93030	0.00004	0.00004
11.91840	5.32665	75.25230	0.00004	0.00003
11.91840	5.32665	82.15410	0.00003	0.00003
11.91840	5.32665	89.68890	0.00003	0.00002
11.91840	5.32665	97.91480	0.00002	0.00002
11.91840	5.32665	106.89500	0.00002	0.00002
11.91840	5.32665	116.69900	0.00001	0.00002
11.91840	5.32665	127.40200	0.00001	0.00001
11.91840	5.32665	139.08700	0.00001	0.00001
11.91840	5.32665	151.84400	0.00001	0.00002
11.91840	5.32665	165.77000	0.00001	0.00002
11.91840	5.32665	180.97400	0.00001	0.00002
11.91840	5.32665	197.57200	0.00001	0.00003
11.91840	5.32665	215.69200	0.00001	0.00004
11.91840	5.32665	235.47500	0.00002	0.00005
11.91840	5.32665	257.07100	0.00002	0.00007
11.91840	5.32665	280.64900	0.00002	0.00008
11.91840	5.32665	306.38900	0.00003	0.00010
11.91840	5.32665	334.48900	0.00004	0.00011
11.91840	5.32665	365.16700	0.00004	0.00011
11.91840	5.32665	398.65900	0.00004	0.00010
11.91840	5.32665	435.22200	0.00003	0.00008
11.91840	5.32665	475.13900	0.00003	0.00005
11.91840	5.32665	518.71700	0.00002	0.00003
11.91840	5.32665	566.29100	0.00001	0.00001
11.91840	5.32665	618.22900	0.00000	0.00000
11.91840	5.32665	674.93000	0.00000	0.00000
11.91840	5.32665	736.83200	0.00000	0.00000
11.91840	5.32665	804.41100	0.00000	0.00000
11.91840	5.32665	878.18800	0.00000	0.00000
11.91840	5.32665	958.73200	0.00000	0.00000
11.91840	5.32665	1046.66000	0.00000	0.00000
11.91840	5.32665	1142.66000	0.00000	0.00000
11.91840	5.32665	1247.46000	0.00000	0.00000
11.91840	5.32665	1361.87000	0.00000	0.00000
11.91840	5.32665	1486.77000	0.00000	0.00000
11.91840	5.32665	1623.13000	0.00000	0.00000
11.91840	5.32665	1772.00000	0.00000	0.00000
11.91840	5.32665	1934.52000	0.00000	0.00000
11.91840	5.32665	2111.95000	0.00000	0.00000
11.91840	5.32665	2305.65000	0.00000	0.00000
11.91840	5.32665	2517.11000	0.00000	0.00000
11.91840	5.32665	2747.97000	0.00000	0.00000
11.91840	5.55918	11.91840	0.02913	0.00028
11.91840	5.55918	13.01150	0.00031	0.00057
11.91840	5.55918	14.20490	0.00029	0.00053
11.91840	5.55918	15.50770	0.00027	0.00050
11.91840	5.55918	16.93000	0.00025	0.00046
11.91840	5.55918	18.48280	0.00024	0.00042
11.91840	5.55918	20.17790	0.00022	0.00039
11.91840	5.55918	22.02860	0.00020	0.00035
11.91840	5.55918	24.04890	0.00018	0.00031
11.91840	5.55918	26.25460	0.00016	0.00028
11.91840	5.55918	28.66250	0.00015	0.00025
11.91840	5.55918	31.29130	0.00013	0.00022
11.91840	5.55918	34.16130	0.00012	0.00019
11.91840	5.55918	37.29440	0.00010	0.00017
11.91840	5.55918	40.71490	0.00009	0.00015
11.91840	5.55918	44.44910	0.00008	0.00013
11.91840	5.55918	48.52570	0.00007	0.00011
11.91840	5.55918	52.97630	0.00006	0.00010
11.91840	5.55918	57.83510	0.00005	0.00008
11.91840	5.55918	63.13940	0.00004	0.00007
11.91840	5.55918	68.93030	0.00004	0.00006
11.91840	5.55918	75.25230	0.00003	0.00005
11.91840	5.55918	82.15410	0.00003	0.00004
11.91840	5.55918	89.68890	0.00002	0.00003
11.91840	5.55918	97.91480	0.00002	0.00003
11.91840	5.55918	106.89500	0.00001	0.00002
11.91840	5.55918	116.69900	0.00001	0.00002
11.91840	5.55918	127.40200	0.00001	0.00001
11.91840	5.55918	139.08700	0.00001	0.00001
11.91840	5.55918	151.84400	0.00001	0.00001
11.91840	5.55918	165.77000	0.00001	0.00001
11.91840	5.55918	180.97400	0.00001	0.00001
11.91840	5.55918	197.57200	0.00001	0.00001
11.91840	5.55918	215.69200	0.00001	0.00001
11.91840	5.55918	235.47500	0.00001	0.00002
11.91840	5.55918	257.07100	0.00002	0.00003
11.91840	5.55918	280.64900	0.00002	0.00003
11.91840	5.55918	306.38900	0.00003	0.00004
11.91840	5.55918	334.48900	0.00003	0.00005
11.91840	5.55918	365.16700	0.00003	0.00006
11.91840	5.55918	398.65900	0.00003	0.00006
11.91840	5.55918	435.22200	0.00003	0.00005
11.91840	5.55918	475.13900	0.00002	0.00004
11.91840	5.55918	518.71700	0.00001	0.00003
11.91840	5.55918	566.29100	0.00001	0.00001
11.91840	5.55918	618.22900	0.00000	0.00001
11.91840	5.55918	674.93000	0.00000	0.00000
11.91840	5.55918	736.83200	0.00000	0.00000
11.91840	5.55918	804.41100	0.00000	0.00000
11.91840	5.55918	878.18800	0.00000	0.00000
